UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
5030,5,1858,14,5,156,"1,164",5,20304,2017-11-03,33570,30423,3336,OO,SAN,"San Diego, CA",CA,AUS,"Austin, TX",TX,,-13
5031,3,1535,7,5,60,277,2,19393,2017-11-01,30852,34576,1224,WN,BWI,"Baltimore, MD",MD,ROC,"Rochester, NY",NY,,-11
5032,1,2051,21,4,115,563,3,20366,2017-11-06,30721,30647,4159,EV,BOS,"Boston, MA",MA,CLE,"Cleveland, OH",OH,,-15
5033,1,1010,10,2,80,377,2,19393,2017-11-20,30721,30852,556,WN,MHT,"Manchester, NH",NH,BWI,"Baltimore, MD",MD,,-19
5034,3,1115,11,4,41,130,1,19805,2017-11-15,31057,34492,1797,AA,CLT,"Charlotte, NC",NC,RDU,"Raleigh/Durham, NC",NC,,-21
5035,3,700,20,5,83,396,2,20409,2017-11-15,30792,30721,2216,B6,BUF,"Buffalo, NY",NY,BOS,"Boston, MA",MA,,-6
5036,6,1115,28,4,67,188,1,20304,2017-11-11,30466,30590,3190,OO,PHX,"Phoenix, AZ",AZ,IFP,"Bullhead City, AZ",AZ,,-7
5037,7,1220,11,7,142,937,4,19393,2017-11-12,31454,31703,4587,WN,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-15
5038,5,1045,13,3,59,237,1,19805,2017-11-10,30194,34653,394,AA,DFW,"Dallas/Fort Worth, TX",TX,TUL,"Tulsa, OK",OK,,-11
5040,6,700,15,5,230,"1,874",8,19977,2017-11-11,30559,31453,1945,UA,SEA,"Seattle, WA",WA,IAH,"Houston, TX",TX,,-31
5041,4,2215,13,4,68,271,2,19393,2017-11-02,30977,33044,1616,WN,MDW,"Chicago, IL",IL,SDF,"Louisville, KY",KY,,-6
5042,4,1355,20,4,107,449,2,19805,2017-11-16,34100,31057,566,AA,PHL,"Philadelphia, PA",PA,CLT,"Charlotte, NC",NC,,1
5043,7,1859,33,4,348,"2,425",10,19930,2017-11-26,31703,33570,773,AS,EWR,"Newark, NJ",NJ,SAN,"San Diego, CA",CA,,4
5044,4,1600,13,5,57,173,1,20366,2017-11-02,30977,31977,4309,EV,ORD,"Chicago, IL",IL,GRB,"Green Bay, WI",WI,,-14
5045,5,104,10,5,196,"1,635",7,19977,2017-11-03,32457,31453,1200,UA,SFO,"San Francisco, CA",CA,IAH,"Houston, TX",TX,,-10
5046,5,1520,18,8,100,425,2,19790,2017-11-17,33495,30397,1951,DL,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,11
5047,3,520,13,4,151,937,4,19393,2017-11-22,31453,30977,1409,WN,HOU,"Houston, TX",TX,MDW,"Chicago, IL",IL,,6
5048,2,1133,13,5,47,86,1,20304,2017-11-21,33192,32457,5026,OO,SMF,"Sacramento, CA",CA,SFO,"San Francisco, CA",CA,,-19
5049,2,1303,16,5,109,584,3,19790,2017-11-14,32457,34614,1744,DL,SJC,"San Jose, CA",CA,SLC,"Salt Lake City, UT",UT,,-6
5051,7,1631,15,10,99,430,2,20304,2017-11-19,31003,31295,4679,OO,CID,"Cedar Rapids/Iowa City, IA",IA,DTW,"Detroit, MI",MI,,-3
5053,5,2020,13,25,160,986,4,19805,2017-11-10,30194,31295,2583,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,"Detroit, MI",MI,,6
5054,3,1345,9,9,120,836,4,19977,2017-11-15,31884,30325,1771,UA,GEG,"Spokane, WA",WA,DEN,"Denver, CO",CO,,-17
5055,5,1126,16,5,194,"1,576",7,19790,2017-11-17,32457,31650,1825,DL,SJC,"San Jose, CA",CA,MSP,"Minneapolis, MN",MN,,9
5056,2,1720,8,6,222,"1,575",7,20436,2017-11-28,31714,30189,1879,F9,RSW,"Fort Myers, FL",FL,COS,"Colorado Springs, CO",CO,,-19
5057,4,1605,29,7,161,861,4,19393,2017-11-16,34100,31454,6191,WN,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,0
5058,2,700,30,6,221,"1,299",6,19790,2017-11-14,31650,32211,1479,DL,MSP,"Minneapolis, MN",MN,LAS,"Las Vegas, NV",NV,,-7
5059,2,830,10,4,79,419,2,19393,2017-11-21,31453,33851,1075,WN,HOU,"Houston, TX",TX,OKC,"Oklahoma City, OK",OK,,2
5060,6,535,10,5,126,723,3,19393,2017-11-25,31884,32457,2394,WN,GEG,"Spokane, WA",WA,OAK,"Oakland, CA",CA,,6
5061,3,1016,14,4,52,155,1,20304,2017-11-15,31295,31066,4770,OO,DTW,"Detroit, MI",MI,CMH,"Columbus, OH",OH,,-13
5062,5,2155,11,8,52,197,1,20416,2017-11-24,32467,33195,574,NK,FLL,"Fort Lauderdale, FL",FL,TPA,"Tampa, FL",FL,,-1
5063,3,930,13,4,74,345,2,19393,2017-11-29,32211,34570,1655,WN,LAS,"Las Vegas, NV",NV,RNO,"Reno, NV",NV,,1
5064,2,2240,7,5,122,862,4,19393,2017-11-28,32575,30325,6109,WN,LAX,"Los Angeles, CA",CA,DEN,"Denver, CO",CO,,-17
5065,1,1050,13,7,94,534,3,19393,2017-11-27,31454,34492,6691,WN,MCO,"Orlando, FL",FL,RDU,"Raleigh/Durham, NC",NC,,-4
5066,3,1746,12,5,152,926,4,20304,2017-11-01,34653,34614,4758,OO,TUL,"Tulsa, OK",OK,SLC,"Salt Lake City, UT",UT,,-22
5067,5,1245,13,14,211,"1,726",7,19977,2017-11-17,32575,30977,1712,UA,SNA,"Santa Ana, CA",CA,ORD,"Chicago, IL",IL,,-21
5068,1,1550,22,4,82,251,2,20304,2017-11-06,30325,30285,5232,OO,DEN,"Denver, CO",CO,DRO,"Durango, CO",CO,,-2
5070,1,2117,12,5,77,332,2,19790,2017-11-20,30397,33244,1422,DL,ATL,"Atlanta, GA",GA,MEM,"Memphis, TN",TN,,-12
5071,5,1220,17,6,245,"1,590",7,19790,2017-11-03,30397,34614,1507,DL,ATL,"Atlanta, GA",GA,SLC,"Salt Lake City, UT",UT,,-6
5072,5,1310,13,3,33,66,1,20304,2017-11-24,32457,34433,5703,OO,SFO,"San Francisco, CA",CA,STS,"Santa Rosa, CA",CA,,-35
5073,2,1541,19,11,176,937,4,19977,2017-11-21,31703,31454,602,UA,EWR,"Newark, NJ",NJ,MCO,"Orlando, FL",FL,,2
5074,3,2220,11,4,273,"2,296",10,19805,2017-11-01,32457,31057,898,AA,SFO,"San Francisco, CA",CA,CLT,"Charlotte, NC",NC,,-21
5075,4,2145,7,4,67,351,2,19393,2017-11-02,31123,34653,4297,WN,STL,"St. Louis, MO",MO,TUL,"Tulsa, OK",OK,,-11
5076,3,1816,19,7,224,"1,635",7,19977,2017-11-01,32457,31453,2058,UA,SFO,"San Francisco, CA",CA,IAH,"Houston, TX",TX,,-9
5077,3,825,36,11,187,"1,235",5,19805,2017-11-08,32575,30194,2459,AA,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-3
5078,2,1534,10,10,137,936,4,19805,2017-11-07,30194,31057,685,AA,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,,-2
5079,6,730,15,9,128,809,4,20304,2017-11-11,30189,31453,5237,OO,COS,"Colorado Springs, CO",CO,IAH,"Houston, TX",TX,,-22
5080,4,840,14,18,256,"1,990",8,19790,2017-11-02,34614,31703,720,DL,SLC,"Salt Lake City, UT",UT,JFK,"New York, NY",NY,,27
5081,2,735,12,6,228,"1,499",6,20304,2017-11-21,33198,32457,5694,OO,MCI,"Kansas City, MO",MO,SFO,"San Francisco, CA",CA,,-32
5082,7,2255,16,4,66,289,2,19393,2017-11-19,30852,30257,3369,WN,BWI,"Baltimore, MD",MD,ALB,"Albany, NY",NY,,-16
5083,1,1035,18,7,202,"1,381",6,19393,2017-11-27,31703,30194,1467,WN,LGA,"New York, NY",NY,DAL,"Dallas, TX",TX,,-57
5084,7,600,12,5,105,645,3,19790,2017-11-26,31721,30397,894,DL,FNT,"Flint, MI",MI,ATL,"Atlanta, GA",GA,,-30
5085,3,1825,19,2,167,"1,050",5,19393,2017-11-08,30559,33570,6418,WN,SEA,"Seattle, WA",WA,SAN,"San Diego, CA",CA,,-1
5086,4,1930,13,6,247,"1,626",7,20304,2017-11-02,30194,34057,3309,OO,DAL,"Dallas, TX",TX,PDX,"Portland, OR",OR,,-1
5087,7,850,15,8,284,"1,733",7,19393,2017-11-19,30977,30559,3441,WN,MDW,"Chicago, IL",IL,SEA,"Seattle, WA",WA,,2
5088,4,550,11,2,80,479,2,19393,2017-11-16,33192,34057,448,WN,SMF,"Sacramento, CA",CA,PDX,"Portland, OR",OR,,-16
5089,6,1358,19,6,104,502,3,19790,2017-11-25,31295,31703,2231,DL,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,,-19
5090,5,1930,14,9,300,"1,874",8,19930,2017-11-17,31453,30559,461,AS,IAH,"Houston, TX",TX,SEA,"Seattle, WA",WA,,3
5091,1,1300,8,7,179,"1,367",6,20409,2017-11-20,33495,30721,1100,B6,MSY,"New Orleans, LA",LA,BOS,"Boston, MA",MA,,-18
5093,1,1009,19,5,143,"1,020",5,19790,2017-11-27,31650,31703,1796,DL,MSP,"Minneapolis, MN",MN,LGA,"New York, NY",NY,,-25
5094,6,1512,30,7,78,226,1,19790,2017-11-04,31057,30397,2597,DL,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,,3
5095,3,1849,18,6,340,"2,288",10,19805,2017-11-29,30852,32575,1362,AA,IAD,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-33
5096,1,1725,7,6,84,516,3,19393,2017-11-27,32337,30852,331,WN,IND,"Indianapolis, IN",IN,BWI,"Baltimore, MD",MD,,-9
5097,7,2021,23,5,180,"1,084",5,20416,2017-11-12,31295,31714,689,NK,DTW,"Detroit, MI",MI,RSW,"Fort Myers, FL",FL,,8
5098,3,605,15,11,336,"2,556",11,19977,2017-11-01,32134,32575,1231,UA,HNL,"Honolulu, HI",HI,LAX,"Los Angeles, CA",CA,,7
5099,7,1710,9,4,72,353,2,19393,2017-11-05,32457,32575,4594,WN,OAK,"Oakland, CA",CA,LGB,"Long Beach, CA",CA,,93
5100,6,700,25,9,130,721,3,19790,2017-11-04,30194,30397,2410,DL,DAL,"Dallas, TX",TX,ATL,"Atlanta, GA",GA,,12
5101,3,1725,18,18,214,"1,476",6,21171,2017-11-01,32457,30194,1720,VX,SFO,"San Francisco, CA",CA,DAL,"Dallas, TX",TX,,1
5102,4,1545,10,10,140,872,4,19805,2017-11-16,30423,30466,644,AA,AUS,"Austin, TX",TX,PHX,"Phoenix, AZ",AZ,,-17
5103,3,1350,27,4,120,632,3,20304,2017-11-22,30977,30434,5387,OO,ORD,"Chicago, IL",IL,AVP,"Scranton/Wilkes-Barre, PA",PA,,9
5104,4,2100,8,8,126,733,3,19977,2017-11-16,31703,30977,1678,UA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,-33
5106,1,1715,11,5,108,612,3,19393,2017-11-06,33195,30693,5974,WN,TPA,"Tampa, FL",FL,BNA,"Nashville, TN",TN,,-2
5107,3,1026,9,5,54,214,1,19790,2017-11-01,34685,30397,1828,DL,SAV,"Savannah, GA",GA,ATL,"Atlanta, GA",GA,,-14
5109,4,825,17,13,305,"1,855",8,19393,2017-11-09,30977,32457,623,WN,MDW,"Chicago, IL",IL,SFO,"San Francisco, CA",CA,,8
5110,2,1440,11,2,121,611,3,19393,2017-11-07,30852,30977,364,WN,BWI,"Baltimore, MD",MD,MDW,"Chicago, IL",IL,,4
5111,1,1056,15,10,174,"1,235",5,20416,2017-11-20,32575,30194,866,NK,LAX,"Los Angeles, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,0
5112,7,1910,11,5,182,"1,062",5,19393,2017-11-12,33495,30325,3701,WN,MSY,"New Orleans, LA",LA,DEN,"Denver, CO",CO,,2
5113,2,1314,30,10,77,143,1,20366,2017-11-07,30208,30397,5580,EV,AGS,"Augusta, GA",GA,ATL,"Atlanta, GA",GA,,1
5114,2,1000,19,7,133,907,4,19790,2017-11-14,31650,30397,1627,DL,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,,-17
5115,2,710,13,9,104,500,3,19790,2017-11-07,31295,31057,1083,DL,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,,-9
5116,1,1910,24,5,283,"1,754",8,19393,2017-11-27,30721,30325,6748,WN,BOS,"Boston, MA",MA,DEN,"Denver, CO",CO,,-12
5117,2,2115,19,10,72,236,1,19805,2017-11-28,32211,32575,431,AA,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-16
5118,4,819,24,12,81,282,2,19805,2017-11-09,32896,30194,2404,AA,LBB,"Lubbock, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-9
5119,7,820,24,3,138,819,4,19393,2017-11-26,30325,32575,322,WN,DEN,"Denver, CO",CO,ONT,"Ontario, CA",CA,,-13
5120,2,1005,15,4,44,153,1,19393,2017-11-21,30397,31871,1375,WN,ATL,"Atlanta, GA",GA,GSP,"Greer, SC",SC,,-12
5121,4,1212,8,6,54,192,1,20366,2017-11-23,30868,30397,5589,EV,CAE,"Columbia, SC",SC,ATL,"Atlanta, GA",GA,,-4
5122,7,1540,6,3,85,494,2,19393,2017-11-12,33495,33214,3419,WN,MSY,"New Orleans, LA",LA,SAT,"San Antonio, TX",TX,,-20
5123,5,1540,10,3,65,333,2,19393,2017-11-17,32457,32575,6133,WN,SJC,"San Jose, CA",CA,ONT,"Ontario, CA",CA,,-4
5124,3,1828,13,5,93,469,2,19805,2017-11-08,30194,33256,2280,AA,DFW,"Dallas/Fort Worth, TX",TX,MFE,"Mission/McAllen/Edinburg, TX",TX,,-5
5125,3,1320,11,4,183,"1,491",6,19393,2017-11-08,30325,30852,1484,WN,DEN,"Denver, CO",CO,BWI,"Baltimore, MD",MD,,22
5126,7,1005,20,7,115,666,3,19805,2017-11-12,30397,34100,469,AA,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,,-11
5127,3,1755,21,5,184,"1,337",6,20304,2017-11-29,30325,31057,5946,OO,DEN,"Denver, CO",CO,CLT,"Charlotte, NC",NC,,-18
5129,4,1650,9,5,71,370,2,19393,2017-11-09,30466,32575,267,WN,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,16
5130,5,1759,18,7,248,"1,589",7,19790,2017-11-24,31650,32457,1505,DL,MSP,"Minneapolis, MN",MN,SFO,"San Francisco, CA",CA,,-25
5131,4,1751,21,4,94,549,3,19790,2017-11-09,31295,30529,2060,DL,DTW,"Detroit, MI",MI,BDL,"Hartford, CT",CT,,-16
5132,5,1400,21,28,191,867,4,19805,2017-11-10,30721,30977,252,AA,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,,13
5133,5,1705,11,4,343,"2,358",10,19977,2017-11-03,30852,33192,291,UA,IAD,"Washington, DC",VA,SMF,"Sacramento, CA",CA,,-21
5134,3,1355,18,3,75,292,2,20366,2017-11-01,31703,30792,5567,EV,LGA,"New York, NY",NY,BUF,"Buffalo, NY",NY,,-19
5135,5,940,16,15,269,"1,726",7,19805,2017-11-10,30977,32575,1232,AA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,,2
5136,4,1115,10,4,112,651,3,19805,2017-11-02,31057,33495,1953,AA,CLT,"Charlotte, NC",NC,MSY,"New Orleans, LA",LA,,-4
5137,3,840,13,4,64,347,2,19393,2017-11-15,30466,30615,1353,WN,PHX,"Phoenix, AZ",AZ,ELP,"El Paso, TX",TX,,-10
5138,2,1621,12,7,155,"1,121",5,20409,2017-11-21,31454,30721,1050,B6,MCO,"Orlando, FL",FL,BOS,"Boston, MA",MA,,-24
5139,7,1535,14,6,47,106,1,19790,2017-11-26,30980,30397,2149,DL,CHA,"Chattanooga, TN",TN,ATL,"Atlanta, GA",GA,,-20
5140,7,1554,27,11,108,403,2,20304,2017-11-12,33198,30977,3155,OO,MCI,"Kansas City, MO",MO,ORD,"Chicago, IL",IL,,-4
5141,5,900,9,3,74,444,2,19393,2017-11-24,30423,33495,5488,WN,AUS,"Austin, TX",TX,MSY,"New Orleans, LA",LA,,-5
5142,1,2015,10,3,148,967,4,19393,2017-11-27,30852,33198,3067,WN,BWI,"Baltimore, MD",MD,MCI,"Kansas City, MO",MO,,-25
5143,2,1820,13,5,59,216,1,19690,2017-11-21,32134,32402,312,HA,HNL,"Honolulu, HI",HI,ITO,"Hilo, HI",HI,,26
5144,3,1314,10,6,207,"1,521",7,19790,2017-11-08,30423,31703,446,DL,AUS,"Austin, TX",TX,JFK,"New York, NY",NY,,-12
5145,7,915,21,6,261,"2,182",9,19790,2017-11-26,30559,30397,38,DL,SEA,"Seattle, WA",WA,ATL,"Atlanta, GA",GA,,-28
5146,2,710,27,15,205,"1,172",5,19805,2017-11-28,30852,30194,2569,AA,IAD,"Washington, DC",VA,DFW,"Dallas/Fort Worth, TX",TX,,-12
5148,4,1035,11,23,115,581,3,19393,2017-11-30,30397,32467,1741,WN,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,,-4
5149,1,831,10,4,83,342,2,20304,2017-11-27,32575,32457,3409,OO,SNA,"Santa Ana, CA",CA,SJC,"San Jose, CA",CA,,-1
5150,1,1350,32,6,89,368,2,20304,2017-11-27,32211,34614,4768,OO,LAS,"Las Vegas, NV",NV,SLC,"Salt Lake City, UT",UT,,55
5151,1,1115,15,2,119,794,4,19393,2017-11-27,30325,33214,6229,WN,DEN,"Denver, CO",CO,SAT,"San Antonio, TX",TX,,0
5152,4,740,10,5,60,216,1,20304,2017-11-23,31921,34614,7364,OO,GJT,"Grand Junction, CO",CO,SLC,"Salt Lake City, UT",UT,,-10
5153,4,1105,25,8,183,"1,089",5,19805,2017-11-09,31703,32467,942,AA,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,,-8
5154,5,2210,11,5,89,500,3,19805,2017-11-24,31057,31295,1656,AA,CLT,"Charlotte, NC",NC,DTW,"Detroit, MI",MI,,-24
5155,5,1350,17,3,71,326,2,20304,2017-11-17,32457,32575,5507,OO,SFO,"San Francisco, CA",CA,BUR,"Burbank, CA",CA,,-18
5156,7,600,21,12,166,849,4,20304,2017-11-19,30721,30977,5623,OO,PVD,"Providence, RI",RI,ORD,"Chicago, IL",IL,,-18
5158,4,730,12,25,204,"1,149",5,19805,2017-11-09,31423,30466,588,AA,DSM,"Des Moines, IA",IA,PHX,"Phoenix, AZ",AZ,,-15
5159,2,1900,8,20,82,337,2,19790,2017-11-14,32575,32457,2780,DL,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,-20
5160,6,1659,9,7,56,214,1,19790,2017-11-11,30397,30693,2383,DL,ATL,"Atlanta, GA",GA,BNA,"Nashville, TN",TN,,-17
5161,5,1400,31,13,343,"2,182",9,19790,2017-11-03,30397,30559,2329,DL,ATL,"Atlanta, GA",GA,SEA,"Seattle, WA",WA,,59
5162,7,1023,16,4,49,108,1,20366,2017-11-19,30977,33485,3914,EV,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,,-14
5163,2,1830,12,12,102,526,3,19790,2017-11-28,30198,30397,1462,DL,PIT,"Pittsburgh, PA",PA,ATL,"Atlanta, GA",GA,,-22
5164,5,1110,21,11,168,"1,076",5,19790,2017-11-10,32467,31703,1700,DL,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,,-3
5165,5,1930,28,2,91,349,2,19393,2017-11-10,31650,30977,1475,WN,MSP,"Minneapolis, MN",MN,MDW,"Chicago, IL",IL,,28
5166,4,1128,11,8,138,895,4,20416,2017-11-02,31454,30647,534,NK,MCO,"Orlando, FL",FL,CLE,"Cleveland, OH",OH,,-17
5167,1,1015,18,2,219,"1,737",7,19393,2017-11-27,30466,30647,6472,WN,PHX,"Phoenix, AZ",AZ,CLE,"Cleveland, OH",OH,,-14
5168,7,2155,11,3,49,223,1,19393,2017-11-26,32575,32211,6412,WN,BUR,"Burbank, CA",CA,LAS,"Las Vegas, NV",NV,,253
5169,3,1307,11,7,72,347,2,20304,2017-11-08,30849,34614,4533,OO,BZN,"Bozeman, MT",MT,SLC,"Salt Lake City, UT",UT,,-14
5170,2,2130,12,2,56,296,2,19393,2017-11-14,30194,32600,364,WN,DAL,"Dallas, TX",TX,LIT,"Little Rock, AR",AR,,-16
5171,7,830,12,8,86,391,2,19790,2017-11-19,30325,34614,846,DL,DEN,"Denver, CO",CO,SLC,"Salt Lake City, UT",UT,,-30
5173,6,1025,10,6,74,337,2,19393,2017-11-11,32457,32575,5116,WN,OAK,"Oakland, CA",CA,LAX,"Los Angeles, CA",CA,,0
5174,3,1405,22,3,78,337,2,21171,2017-11-01,32575,32457,1929,VX,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,4
5175,4,2245,20,15,350,"2,677",11,19930,2017-11-16,32134,30559,860,AS,HNL,"Honolulu, HI",HI,SEA,"Seattle, WA",WA,,-14
5176,1,700,32,16,125,473,2,20304,2017-11-13,30792,30977,5649,OO,BUF,"Buffalo, NY",NY,ORD,"Chicago, IL",IL,,-6
5177,6,610,16,6,148,817,4,19977,2017-11-18,31136,31453,1228,UA,JAX,"Jacksonville, FL",FL,IAH,"Houston, TX",TX,,-7
5178,7,1040,14,5,137,861,4,19393,2017-11-26,34100,31454,6732,WN,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,112
5179,4,1220,10,6,82,421,2,19977,2017-11-09,34262,32457,133,UA,PSP,"Palm Springs, CA",CA,SFO,"San Francisco, CA",CA,,144
5180,2,700,13,12,59,174,1,20304,2017-11-07,32129,31650,7404,OO,HIB,"Hibbing, MN",MN,MSP,"Minneapolis, MN",MN,,-9
5181,2,1345,11,5,40,102,1,19690,2017-11-28,32134,32982,153,HA,HNL,"Honolulu, HI",HI,LIH,"Lihue, HI",HI,,-5
5182,5,535,12,5,59,187,1,20409,2017-11-03,30721,31703,917,B6,BOS,"Boston, MA",MA,JFK,"New York, NY",NY,,-25
5183,4,2255,9,10,309,"2,640",11,19930,2017-11-30,33830,30559,878,AS,OGG,"Kahului, HI",HI,SEA,"Seattle, WA",WA,,-45
5184,4,1559,10,5,126,937,4,20409,2017-11-23,31454,31703,828,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-43
5185,5,1547,24,3,72,174,1,20304,2017-11-03,30977,34952,5146,OO,ORD,"Chicago, IL",IL,SPI,"Springfield, IL",IL,,24
5186,7,1605,23,9,135,547,3,19393,2017-11-05,30852,30397,3016,WN,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,44
5187,3,1435,9,13,321,"2,486",10,19690,2017-11-29,33830,32575,34,HA,OGG,"Kahului, HI",HI,LAX,"Los Angeles, CA",CA,,11
5188,7,930,12,4,141,737,3,19805,2017-11-12,30721,31057,2084,AA,MHT,"Manchester, NH",NH,CLT,"Charlotte, NC",NC,,-32
5189,1,1035,16,4,136,721,3,19805,2017-11-13,30194,31503,188,AA,DFW,"Dallas/Fort Worth, TX",TX,EGE,"Eagle, CO",CO,,-13
5190,5,1245,18,9,347,"2,133",9,19805,2017-11-17,31703,30466,1422,AA,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,,-7
5191,5,2025,13,3,89,550,3,19805,2017-11-10,30194,31123,1010,AA,DFW,"Dallas/Fort Worth, TX",TX,STL,"St. Louis, MO",MO,,-8
5192,6,1200,13,12,181,"1,200",5,20436,2017-11-11,31714,30721,984,F9,RSW,"Fort Myers, FL",FL,PVD,"Providence, RI",RI,,5
5193,7,1203,16,23,177,925,4,20366,2017-11-26,31453,30994,4114,EV,IAH,"Houston, TX",TX,CHS,"Charleston, SC",SC,,19
5194,2,710,13,8,85,484,2,19790,2017-11-14,31123,30397,1080,DL,STL,"St. Louis, MO",MO,ATL,"Atlanta, GA",GA,,-12
5195,7,828,11,6,46,163,1,19690,2017-11-12,32134,32758,368,HA,HNL,"Honolulu, HI",HI,KOA,"Kona, HI",HI,,-9
5196,1,1921,17,5,166,991,4,19977,2017-11-06,30325,34057,745,UA,DEN,"Denver, CO",CO,PDX,"Portland, OR",OR,,-7
5197,3,1610,13,6,111,489,2,20304,2017-11-08,31650,34457,4472,OO,MSP,"Minneapolis, MN",MN,RAP,"Rapid City, SD",SD,,-10
5198,7,1056,16,2,69,271,2,19790,2017-11-19,30397,33728,814,DL,ATL,"Atlanta, GA",GA,PNS,"Pensacola, FL",FL,,-4
5199,5,2015,24,6,106,547,3,19790,2017-11-03,30852,30397,1123,DL,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,-11
5200,2,2135,19,6,77,228,1,20409,2017-11-07,31703,30852,1507,B6,JFK,"New York, NY",NY,IAD,"Washington, DC",VA,,13
5201,3,910,13,2,139,925,4,19393,2017-11-29,32467,30852,5791,WN,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,,-15
5202,3,1752,18,3,264,"1,671",7,19790,2017-11-15,31295,30466,2887,DL,DTW,"Detroit, MI",MI,PHX,"Phoenix, AZ",AZ,,-1
5203,1,1305,12,15,167,867,4,19977,2017-11-06,30721,30977,1564,UA,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,,-9
5204,4,630,33,9,87,184,1,19790,2017-11-09,30721,31703,2674,DL,BOS,"Boston, MA",MA,LGA,"New York, NY",NY,,1
5205,6,1805,8,3,92,604,3,19393,2017-11-18,31123,33495,2855,WN,STL,"St. Louis, MO",MO,MSY,"New Orleans, LA",LA,,70
5207,2,750,14,15,113,469,2,19805,2017-11-21,33256,30194,2384,AA,MFE,"Mission/McAllen/Edinburg, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,8
5208,7,1915,13,10,90,432,2,19805,2017-11-05,33244,30194,1451,AA,MEM,"Memphis, TN",TN,DFW,"Dallas/Fort Worth, TX",TX,,-24
5209,1,2015,11,9,105,602,3,19393,2017-11-13,30325,30466,1053,WN,DEN,"Denver, CO",CO,PHX,"Phoenix, AZ",AZ,,-11
5210,3,1240,11,8,60,192,1,19977,2017-11-01,34570,32457,1299,UA,RNO,"Reno, NV",NV,SFO,"San Francisco, CA",CA,,-19
5211,4,1610,18,7,61,166,1,20366,2017-11-23,31982,31453,3957,EV,GRK,"Killeen, TX",TX,IAH,"Houston, TX",TX,,-13
5212,2,1252,11,4,73,340,2,19790,2017-11-21,30397,32448,2893,DL,ATL,"Atlanta, GA",GA,JAN,"Jackson/Vicksburg, MS",MS,,-11
5213,3,2015,12,4,70,411,2,20304,2017-11-08,31650,34696,4532,OO,MSP,"Minneapolis, MN",MN,SBN,"South Bend, IN",IN,,-32
5214,6,915,17,4,125,746,3,19790,2017-11-18,30397,31703,929,DL,ATL,"Atlanta, GA",GA,EWR,"Newark, NJ",NJ,,-5
5215,1,830,11,2,73,358,2,19393,2017-11-13,32575,33192,5623,WN,BUR,"Burbank, CA",CA,SMF,"Sacramento, CA",CA,,-8
5216,7,600,19,6,132,666,3,19790,2017-11-12,34100,30397,1605,DL,PHL,"Philadelphia, PA",PA,ATL,"Atlanta, GA",GA,,0
5217,2,1005,23,8,95,404,2,19393,2017-11-21,30397,31454,5287,WN,ATL,"Atlanta, GA",GA,MCO,"Orlando, FL",FL,,5
