UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
4686,2,1000,16.0,15.0,74.0,140.0,1,19977,2017-11-21,30423,31453,650,UA,AUS,"Austin, TX",TX,IAH,"Houston, TX",TX,,6.0
4687,3,1345,10.0,4.0,99.0,500.0,3,19805,2017-11-29,31295,31057,1989,AA,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,,-25.0
4688,1,855,29.0,13.0,135.0,696.0,3,19393,2017-11-27,30397,31453,6609,WN,ATL,"Atlanta, GA",GA,HOU,"Houston, TX",TX,,-5.0
4690,4,1402,17.0,3.0,66.0,262.0,2,20304,2017-11-09,34689,32457,5764,OO,SBA,"Santa Barbara, CA",CA,SFO,"San Francisco, CA",CA,,125.0
4691,6,1735,11.0,3.0,73.0,472.0,2,19393,2017-11-11,30325,33316,4942,WN,DEN,"Denver, CO",CO,OMA,"Omaha, NE",NE,,-5.0
4692,6,1915,7.0,3.0,58.0,308.0,2,19393,2017-11-11,32575,32457,2762,WN,LAX,"Los Angeles, CA",CA,SJC,"San Jose, CA",CA,,-22.0
4693,5,1927,9.0,9.0,102.0,472.0,2,20436,2017-11-17,33316,30325,183,F9,OMA,"Omaha, NE",NE,DEN,"Denver, CO",CO,,-10.0
4694,6,1005,14.0,4.0,112.0,563.0,3,20304,2017-11-04,30325,30615,5258,OO,DEN,"Denver, CO",CO,ELP,"El Paso, TX",TX,,-11.0
4695,1,1355,17.0,5.0,63.0,241.0,1,20304,2017-11-27,31295,30792,4782,OO,DTW,"Detroit, MI",MI,BUF,"Buffalo, NY",NY,,-11.0
4696,1,1035,14.0,6.0,72.0,200.0,1,20409,2017-11-06,30721,31703,2479,B6,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,1025.0,61.0
4697,6,912,10.0,3.0,104.0,680.0,3,19790,2017-11-18,30325,31650,1175,DL,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,-20.0
4699,6,2120,14.0,9.0,144.0,843.0,4,19805,2017-11-25,33214,30466,385,AA,SAT,"San Antonio, TX",TX,PHX,"Phoenix, AZ",AZ,,-18.0
4700,7,1242,22.0,4.0,190.0,1182.0,5,19977,2017-11-19,32467,30977,1290,UA,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,,-4.0
4701,2,1330,16.0,6.0,270.0,2300.0,10,19805,2017-11-07,30466,30721,2189,AA,PHX,"Phoenix, AZ",AZ,BOS,"Boston, MA",MA,,-22.0
4702,2,2020,13.0,8.0,140.0,909.0,4,19930,2017-11-07,32523,30559,66,AS,JNU,"Juneau, AK",AK,SEA,"Seattle, WA",WA,,-7.0
4703,1,1140,12.0,6.0,152.0,1020.0,5,19805,2017-11-06,31884,30466,562,AA,GEG,"Spokane, WA",WA,PHX,"Phoenix, AZ",AZ,,-19.0
4704,7,1730,11.0,12.0,113.0,666.0,3,19805,2017-11-19,30397,34100,1768,AA,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,,-8.0
4705,2,1228,17.0,6.0,114.0,547.0,3,19790,2017-11-07,30852,30397,820,DL,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,1.0
4706,2,1330,11.0,10.0,48.0,89.0,1,20304,2017-11-28,34689,32575,5006,OO,SBA,"Santa Barbara, CA",CA,LAX,"Los Angeles, CA",CA,,-34.0
4707,4,745,7.0,3.0,97.0,666.0,3,19393,2017-11-23,33198,31453,3491,WN,MCI,"Kansas City, MO",MO,HOU,"Houston, TX",TX,,-34.0
4708,3,948,23.0,5.0,84.0,438.0,2,20304,2017-11-29,30466,31921,3022,OO,PHX,"Phoenix, AZ",AZ,GJT,"Grand Junction, CO",CO,,-24.0
4709,5,1700,9.0,5.0,87.0,458.0,2,20366,2017-11-17,32896,31453,4232,EV,LBB,"Lubbock, TX",TX,IAH,"Houston, TX",TX,,-16.0
4710,4,2052,17.0,7.0,140.0,925.0,4,20409,2017-11-09,32467,30852,694,B6,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,,-17.0
4713,2,845,17.0,5.0,106.0,526.0,3,19393,2017-11-07,30397,30198,199,WN,ATL,"Atlanta, GA",GA,PIT,"Pittsburgh, PA",PA,,0.0
4714,2,1640,15.0,5.0,293.0,2133.0,9,19805,2017-11-21,30466,31703,2025,AA,PHX,"Phoenix, AZ",AZ,EWR,"Newark, NJ",NJ,,22.0
4715,5,1325,6.0,4.0,64.0,314.0,2,19393,2017-11-17,30647,30852,1439,WN,CLE,"Cleveland, OH",OH,BWI,"Baltimore, MD",MD,,-9.0
4716,4,825,13.0,2.0,83.0,507.0,3,19790,2017-11-09,34614,30466,1210,DL,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,-32.0
4717,7,1410,29.0,6.0,185.0,1313.0,6,19393,2017-11-05,33570,31453,4290,WN,SAN,"San Diego, CA",CA,HOU,"Houston, TX",TX,,29.0
4718,6,935,12.0,2.0,157.0,1218.0,5,19393,2017-11-18,31453,30852,4795,WN,HOU,"Houston, TX",TX,DCA,"Washington, DC",VA,,-16.0
4719,3,1710,18.0,3.0,146.0,725.0,3,19393,2017-11-22,30977,31703,6544,WN,MDW,"Chicago, IL",IL,LGA,"New York, NY",NY,,66.0
4720,5,735,25.0,4.0,279.0,2378.0,10,19930,2017-11-10,30559,34100,32,AS,SEA,"Seattle, WA",WA,PHL,"Philadelphia, PA",PA,,-40.0
4721,3,1315,18.0,4.0,115.0,781.0,4,19393,2017-11-08,31453,33195,1809,WN,HOU,"Houston, TX",TX,TPA,"Tampa, FL",FL,,-7.0
4722,6,1753,14.0,5.0,113.0,826.0,4,19977,2017-11-04,30325,33485,1485,UA,DEN,"Denver, CO",CO,MSN,"Madison, WI",WI,,-23.0
4723,3,2248,14.0,8.0,264.0,2153.0,9,20409,2017-11-15,30466,31703,136,B6,PHX,"Phoenix, AZ",AZ,JFK,"New York, NY",NY,,60.0
4724,4,1030,15.0,4.0,115.0,733.0,3,19805,2017-11-02,30977,31703,350,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,-11.0
4725,7,1155,26.0,4.0,61.0,109.0,1,20304,2017-11-05,32575,33570,5415,OO,LAX,"Los Angeles, CA",CA,SAN,"San Diego, CA",CA,,2.0
4726,4,745,18.0,4.0,285.0,2342.0,10,19805,2017-11-02,32575,32467,68,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,,-26.0
4727,6,1645,20.0,5.0,117.0,541.0,3,19805,2017-11-04,31703,31057,101,AA,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,,-20.0
4728,5,1425,8.0,2.0,57.0,323.0,2,19393,2017-11-17,30279,30194,6913,WN,AMA,"Amarillo, TX",TX,DAL,"Dallas, TX",TX,,-9.0
4729,3,1310,10.0,50.0,245.0,1670.0,7,20416,2017-11-29,32575,33495,504,NK,LAX,"Los Angeles, CA",CA,MSY,"New Orleans, LA",LA,,22.0
4730,1,1735,12.0,21.0,185.0,1166.0,5,19393,2017-11-20,32467,30977,6385,WN,FLL,"Fort Lauderdale, FL",FL,MDW,"Chicago, IL",IL,,19.0
4731,1,1618,14.0,4.0,113.0,679.0,3,19977,2017-11-27,30559,32457,2061,UA,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,-28.0
4732,1,1940,13.0,4.0,176.0,1449.0,6,19393,2017-11-13,30466,30693,1966,WN,PHX,"Phoenix, AZ",AZ,BNA,"Nashville, TN",TN,,2.0
4733,1,2130,21.0,7.0,129.0,744.0,3,20304,2017-11-27,31453,30140,5622,OO,IAH,"Houston, TX",TX,ABQ,"Albuquerque, NM",NM,,-20.0
4734,7,900,30.0,7.0,144.0,908.0,4,20304,2017-11-26,31650,30852,4922,OO,MSP,"Minneapolis, MN",MN,IAD,"Washington, DC",VA,,5.0
4735,7,925,17.0,12.0,232.0,1846.0,8,19805,2017-11-05,32457,30977,2594,AA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,,-32.0
4736,2,600,13.0,4.0,144.0,861.0,4,19805,2017-11-21,31267,30194,1174,AA,DAY,"Dayton, OH",OH,DFW,"Dallas/Fort Worth, TX",TX,,-35.0
4737,3,715,16.0,10.0,145.0,937.0,4,20409,2017-11-08,31454,31703,2028,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-11.0
4738,3,1410,17.0,10.0,161.0,1123.0,5,19790,2017-11-29,30325,31295,2542,DL,DEN,"Denver, CO",CO,DTW,"Detroit, MI",MI,,-3.0
4739,6,737,9.0,5.0,50.0,216.0,1,19690,2017-11-18,32134,32402,122,HA,HNL,"Honolulu, HI",HI,ITO,"Hilo, HI",HI,,-8.0
4740,2,845,18.0,5.0,130.0,762.0,4,19393,2017-11-07,30397,31703,225,WN,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-6.0
4741,1,1600,14.0,5.0,139.0,764.0,4,20366,2017-11-06,30693,31703,5320,EV,BNA,"Nashville, TN",TN,LGA,"New York, NY",NY,,-9.0
4742,4,1634,21.0,6.0,121.0,594.0,3,19790,2017-11-16,30397,31295,1227,DL,ATL,"Atlanta, GA",GA,DTW,"Detroit, MI",MI,,-5.0
4743,4,1120,15.0,5.0,109.0,588.0,3,20304,2017-11-23,34614,32575,4589,OO,SLC,"Salt Lake City, UT",UT,LGB,"Long Beach, CA",CA,,-17.0
4744,2,942,18.0,8.0,207.0,1587.0,7,19805,2017-11-28,30466,30397,1650,AA,PHX,"Phoenix, AZ",AZ,ATL,"Atlanta, GA",GA,,-17.0
4745,3,958,30.0,3.0,223.0,1547.0,7,19790,2017-11-08,30397,34819,559,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,,24.0
4746,2,1819,18.0,7.0,153.0,957.0,4,20416,2017-11-07,31454,31295,892,NK,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-12.0
4747,5,545,12.0,6.0,116.0,549.0,3,19790,2017-11-03,30529,31295,514,DL,BDL,"Hartford, CT",CT,DTW,"Detroit, MI",MI,,-1.0
4748,4,1335,13.0,18.0,279.0,1726.0,7,19805,2017-11-16,30977,32575,1491,AA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,,14.0
4750,1,2250,20.0,7.0,325.0,2762.0,11,19690,2017-11-20,32134,32211,8,HA,HNL,"Honolulu, HI",HI,LAS,"Las Vegas, NV",NV,,-26.0
4751,5,910,13.0,6.0,110.0,719.0,3,19393,2017-11-17,31123,30852,6903,WN,STL,"St. Louis, MO",MO,DCA,"Washington, DC",VA,,-5.0
4752,3,530,22.0,5.0,89.0,395.0,2,19393,2017-11-08,30977,30693,358,WN,MDW,"Chicago, IL",IL,BNA,"Nashville, TN",TN,,-1.0
4753,7,1820,30.0,9.0,140.0,700.0,3,19805,2017-11-19,34492,32467,2296,AA,RDU,"Raleigh/Durham, NC",NC,MIA,"Miami, FL",FL,,12.0
4754,2,2118,17.0,7.0,91.0,508.0,3,20304,2017-11-21,30397,31823,4505,OO,ATL,"Atlanta, GA",GA,FWA,"Fort Wayne, IN",IN,,-26.0
4756,2,1335,15.0,6.0,57.0,177.0,1,19393,2017-11-21,32467,31454,4836,WN,FLL,"Fort Lauderdale, FL",FL,MCO,"Orlando, FL",FL,,3.0
4757,5,2205,13.0,6.0,73.0,327.0,2,19393,2017-11-17,30721,30852,1678,WN,PVD,"Providence, RI",RI,BWI,"Baltimore, MD",MD,,-15.0
4758,2,1150,14.0,7.0,206.0,1542.0,7,19930,2017-11-28,30299,34057,140,AS,ANC,"Anchorage, AK",AK,PDX,"Portland, OR",OR,,-24.0
4759,5,1315,13.0,8.0,90.0,528.0,3,19790,2017-11-24,31650,31295,86,DL,MSP,"Minneapolis, MN",MN,DTW,"Detroit, MI",MI,,-21.0
4760,3,1105,16.0,9.0,253.0,1670.0,7,19805,2017-11-15,31066,30466,450,AA,CMH,"Columbus, OH",OH,PHX,"Phoenix, AZ",AZ,,-14.0
4761,3,2315,25.0,4.0,225.0,1448.0,6,19930,2017-11-15,30559,30299,119,AS,SEA,"Seattle, WA",WA,ANC,"Anchorage, AK",AK,,5.0
4763,7,1606,13.0,4.0,159.0,1095.0,5,19805,2017-11-26,31057,33214,1827,AA,CLT,"Charlotte, NC",NC,SAT,"San Antonio, TX",TX,,-34.0
4765,7,1555,10.0,4.0,70.0,345.0,2,19393,2017-11-05,32211,34570,4892,WN,LAS,"Las Vegas, NV",NV,RNO,"Reno, NV",NV,,20.0
4766,2,1925,11.0,3.0,104.0,570.0,3,19393,2017-11-07,30599,31453,1551,WN,BHM,"Birmingham, AL",AL,HOU,"Houston, TX",TX,,34.0
4767,1,1725,8.0,4.0,144.0,997.0,4,19393,2017-11-13,33195,30977,5655,WN,TPA,"Tampa, FL",FL,MDW,"Chicago, IL",IL,,8.0
4768,7,1121,11.0,8.0,134.0,964.0,4,19805,2017-11-26,31453,32467,62,AA,IAH,"Houston, TX",TX,MIA,"Miami, FL",FL,,-8.0
4769,3,1210,9.0,3.0,176.0,1216.0,5,19393,2017-11-22,30194,32575,3912,WN,DAL,"Dallas, TX",TX,SNA,"Santa Ana, CA",CA,,-13.0
4770,7,520,6.0,6.0,138.0,990.0,4,19393,2017-11-19,30977,31454,3086,WN,MDW,"Chicago, IL",IL,MCO,"Orlando, FL",FL,,-19.0
4771,2,2255,13.0,2.0,105.0,787.0,4,19393,2017-11-21,31454,30852,1199,WN,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,-21.0
4772,3,1245,15.0,12.0,337.0,2133.0,9,19805,2017-11-15,31703,30466,1422,AA,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,,-10.0
4774,3,1625,13.0,8.0,112.0,547.0,3,19393,2017-11-29,30852,30397,169,WN,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,-14.0
4775,5,1120,19.0,9.0,233.0,1747.0,7,19790,2017-11-03,32211,30397,2169,DL,LAS,"Las Vegas, NV",NV,ATL,"Atlanta, GA",GA,,-3.0
4776,2,1250,12.0,6.0,164.0,1242.0,5,19790,2017-11-28,32575,30423,1439,DL,LAX,"Los Angeles, CA",CA,AUS,"Austin, TX",TX,,-20.0
4777,3,1840,9.0,4.0,58.0,293.0,2,19393,2017-11-15,30194,32896,760,WN,DAL,"Dallas, TX",TX,LBB,"Lubbock, TX",TX,,-7.0
4778,7,1030,14.0,4.0,86.0,363.0,2,20304,2017-11-05,32575,32457,5125,OO,ONT,"Ontario, CA",CA,SFO,"San Francisco, CA",CA,,-10.0
4779,1,2015,26.0,3.0,87.0,369.0,2,19393,2017-11-06,30721,30852,470,WN,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,-18.0
4780,3,1511,13.0,16.0,141.0,888.0,4,19977,2017-11-15,30325,30977,478,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,23.0
4781,7,1450,6.0,3.0,79.0,459.0,2,19393,2017-11-12,30599,33195,4638,WN,BHM,"Birmingham, AL",AL,TPA,"Tampa, FL",FL,,-10.0
4782,4,830,16.0,5.0,88.0,448.0,2,20366,2017-11-16,30781,30397,5308,EV,BTR,"Baton Rouge, LA",LA,ATL,"Atlanta, GA",GA,,-11.0
4783,5,800,13.0,7.0,126.0,773.0,4,20436,2017-11-10,33105,33195,1947,F9,CVG,"Cincinnati, OH",KY,TPA,"Tampa, FL",FL,,-10.0
4784,2,1245,30.0,13.0,87.0,160.0,1,20366,2017-11-07,30721,31703,4160,EV,PVD,"Providence, RI",RI,EWR,"Newark, NJ",NJ,,-4.0
4785,2,1155,13.0,5.0,113.0,817.0,4,19977,2017-11-07,31453,31136,2101,UA,IAH,"Houston, TX",TX,JAX,"Jacksonville, FL",FL,,-12.0
4786,2,1825,13.0,2.0,84.0,446.0,2,19393,2017-11-21,32457,33570,1362,WN,OAK,"Oakland, CA",CA,SAN,"San Diego, CA",CA,,25.0
4787,3,900,16.0,5.0,87.0,407.0,2,20416,2017-11-15,32211,32457,607,NK,LAS,"Las Vegas, NV",NV,OAK,"Oakland, CA",CA,,-13.0
4788,2,1820,38.0,6.0,99.0,370.0,2,20304,2017-11-21,30466,32575,5436,OO,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,-1.0
4789,2,710,12.0,8.0,143.0,889.0,4,19393,2017-11-28,30140,32457,106,WN,ABQ,"Albuquerque, NM",NM,OAK,"Oakland, CA",CA,,-20.0
4791,7,755,13.0,4.0,154.0,1139.0,5,19393,2017-11-19,32211,33198,4042,WN,LAS,"Las Vegas, NV",NV,MCI,"Kansas City, MO",MO,,-10.0
4792,3,1710,9.0,2.0,230.0,1723.0,7,19805,2017-11-22,30977,33570,1022,AA,ORD,"Chicago, IL",IL,SAN,"San Diego, CA",CA,,-9.0
4793,1,1432,11.0,2.0,115.0,621.0,3,19805,2017-11-06,30466,32457,638,AA,PHX,"Phoenix, AZ",AZ,SJC,"San Jose, CA",CA,,-7.0
4794,2,820,50.0,7.0,228.0,1499.0,6,20304,2017-11-14,32457,33198,5256,OO,SFO,"San Francisco, CA",CA,MCI,"Kansas City, MO",MO,,4.0
4795,6,1801,17.0,4.0,95.0,545.0,3,19790,2017-11-04,30397,34027,2065,DL,ATL,"Atlanta, GA",GA,PBI,"West Palm Beach/Palm Beach, FL",FL,,21.0
4796,2,1300,14.0,3.0,162.0,1069.0,5,20409,2017-11-28,32467,31703,1002,B6,FLL,"Fort Lauderdale, FL",FL,JFK,"New York, NY",NY,,-10.0
4797,5,1954,12.0,4.0,140.0,982.0,4,20416,2017-11-10,31714,30158,938,NK,RSW,"Fort Myers, FL",FL,ACY,"Atlantic City, NJ",NJ,,-5.0
4798,7,1631,17.0,4.0,61.0,163.0,1,20304,2017-11-19,31295,31577,4287,OO,DTW,"Detroit, MI",MI,ERI,"Erie, PA",PA,,-5.0
4799,3,1630,18.0,4.0,86.0,451.0,2,19977,2017-11-01,32457,31603,541,UA,SFO,"San Francisco, CA",CA,EUG,"Eugene, OR",OR,,38.0
4800,4,2000,23.0,5.0,166.0,896.0,4,20304,2017-11-02,30140,32457,5812,OO,ABQ,"Albuquerque, NM",NM,SFO,"San Francisco, CA",CA,,-14.0
4801,5,1439,5.0,6.0,46.0,201.0,1,19690,2017-11-03,33830,32982,519,HA,OGG,"Kahului, HI",HI,LIH,"Lihue, HI",HI,,-8.0
4802,2,1905,27.0,6.0,80.0,236.0,1,21171,2017-11-07,32211,32575,1483,VX,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-12.0
4804,5,2030,9.0,2.0,91.0,621.0,3,19393,2017-11-24,32457,30466,1558,WN,SJC,"San Jose, CA",CA,PHX,"Phoenix, AZ",AZ,,-20.0
4805,6,1935,8.0,6.0,90.0,401.0,2,19393,2017-11-18,31481,30693,2036,WN,ECP,"Panama City, FL",FL,BNA,"Nashville, TN",TN,,3.0
4806,5,630,16.0,8.0,151.0,957.0,4,19790,2017-11-03,31454,31295,1928,DL,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-8.0
4807,1,1317,12.0,9.0,78.0,378.0,2,20304,2017-11-13,30577,31295,7435,OO,BGM,"Binghamton, NY",NY,DTW,"Detroit, MI",MI,,67.0
4808,2,645,11.0,5.0,216.0,1501.0,7,19790,2017-11-28,32467,31650,1488,DL,MIA,"Miami, FL",FL,MSP,"Minneapolis, MN",MN,,-28.0
4809,4,840,18.0,3.0,65.0,302.0,2,19393,2017-11-09,31453,33495,2030,WN,HOU,"Houston, TX",TX,MSY,"New Orleans, LA",LA,,-1.0
4810,7,700,14.0,6.0,158.0,1175.0,5,19790,2017-11-26,31884,31650,2072,DL,GEG,"Spokane, WA",WA,MSP,"Minneapolis, MN",MN,,-30.0
4811,4,540,20.0,8.0,72.0,237.0,1,19393,2017-11-09,34653,30194,726,WN,TUL,"Tulsa, OK",OK,DAL,"Dallas, TX",TX,,5.0
4813,6,650,8.0,7.0,60.0,221.0,1,19393,2017-11-25,31721,30977,3266,WN,FNT,"Flint, MI",MI,MDW,"Chicago, IL",IL,,-20.0
4816,4,1850,15.0,9.0,142.0,967.0,4,20436,2017-11-30,32457,30325,668,F9,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-13.0
4817,7,600,24.0,7.0,93.0,436.0,2,19790,2017-11-19,33486,34614,1808,DL,MSO,"Missoula, MT",MT,SLC,"Salt Lake City, UT",UT,,-7.0
4818,6,700,16.0,2.0,93.0,507.0,3,19805,2017-11-04,34614,30466,463,AA,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,21.0
4820,6,815,23.0,11.0,118.0,589.0,3,20366,2017-11-25,30397,31834,5358,EV,ATL,"Atlanta, GA",GA,XNA,"Fayetteville, AR",AR,,-11.0
4821,4,1237,18.0,4.0,90.0,539.0,3,19930,2017-11-02,33873,30299,152,AS,OME,"Nome, AK",AK,ANC,"Anchorage, AK",AK,,-5.0
4822,4,1110,29.0,3.0,182.0,1076.0,5,19790,2017-11-16,31703,32467,1131,DL,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-1.0
4823,2,615,27.0,19.0,262.0,1723.0,7,19977,2017-11-21,33570,30977,307,UA,SAN,"San Diego, CA",CA,ORD,"Chicago, IL",IL,,9.0
4824,7,1130,13.0,5.0,57.0,205.0,1,19790,2017-11-12,34614,32441,2390,DL,SLC,"Salt Lake City, UT",UT,JAC,"Jackson, WY",WY,,-16.0
4825,2,1900,12.0,4.0,156.0,1096.0,5,19805,2017-11-21,32467,31703,1367,AA,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,-19.0
4826,6,1530,16.0,60.0,233.0,1089.0,5,19790,2017-11-18,32467,31703,2878,DL,MIA,"Miami, FL",FL,JFK,"New York, NY",NY,,47.0
4827,4,600,13.0,7.0,64.0,259.0,2,19790,2017-11-02,30994,30397,2575,DL,CHS,"Charleston, SC",SC,ATL,"Atlanta, GA",GA,,-12.0
4830,2,1630,63.0,8.0,250.0,1476.0,6,20436,2017-11-07,30325,30852,548,F9,DEN,"Denver, CO",CO,DCA,"Washington, DC",VA,,54.0
4831,4,1455,11.0,32.0,73.0,190.0,1,20366,2017-11-30,30194,30476,2829,EV,DFW,"Dallas/Fort Worth, TX",TX,SHV,"Shreveport, LA",LA,,12.0
4832,4,1121,15.0,3.0,53.0,212.0,1,20304,2017-11-09,30325,31921,5855,OO,DEN,"Denver, CO",CO,GJT,"Grand Junction, CO",CO,,56.0
4833,4,720,18.0,5.0,106.0,453.0,2,19790,2017-11-16,34100,31295,864,DL,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,-4.0
4834,1,520,16.0,2.0,118.0,670.0,3,19393,2017-11-20,30693,31453,1967,WN,BNA,"Nashville, TN",TN,HOU,"Houston, TX",TX,,5.0
4835,2,2159,14.0,3.0,62.0,290.0,2,19790,2017-11-28,34614,30713,1470,DL,SLC,"Salt Lake City, UT",UT,BOI,"Boise, ID",ID,,-26.0
4836,7,2025,10.0,7.0,94.0,602.0,3,20436,2017-11-12,30466,30325,756,F9,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,,55.0
4837,7,1200,13.0,3.0,157.0,1144.0,5,19805,2017-11-19,30977,34027,1364,AA,ORD,"Chicago, IL",IL,PBI,"West Palm Beach/Palm Beach, FL",FL,,-19.0
4838,5,1620,14.0,11.0,123.0,738.0,3,19393,2017-11-17,33342,31703,4957,WN,MKE,"Milwaukee, WI",WI,LGA,"New York, NY",NY,,23.0
4839,5,1020,19.0,6.0,90.0,456.0,2,20366,2017-11-10,31295,34524,5417,EV,DTW,"Detroit, MI",MI,RIC,"Richmond, VA",VA,,-14.0
4840,5,1936,22.0,3.0,74.0,306.0,2,19790,2017-11-10,30397,31995,2561,DL,ATL,"Atlanta, GA",GA,GSO,"Greensboro/High Point, NC",NC,,-8.0
4841,3,1145,14.0,3.0,364.0,2405.0,10,19977,2017-11-01,30325,30299,1126,UA,DEN,"Denver, CO",CO,ANC,"Anchorage, AK",AK,,7.0
4842,4,1158,50.0,7.0,153.0,631.0,3,19977,2017-11-02,35412,31703,2408,UA,TYS,"Knoxville, TN",TN,EWR,"Newark, NJ",NJ,,225.0
4843,5,1535,15.0,8.0,162.0,1010.0,5,19790,2017-11-17,33195,31703,2646,DL,TPA,"Tampa, FL",FL,LGA,"New York, NY",NY,,250.0
4845,2,1431,18.0,9.0,89.0,363.0,2,20304,2017-11-21,32457,32575,5160,OO,SFO,"San Francisco, CA",CA,ONT,"Ontario, CA",CA,,-6.0
4846,4,1730,10.0,8.0,81.0,395.0,2,19393,2017-11-02,30693,30977,4279,WN,BNA,"Nashville, TN",TN,MDW,"Chicago, IL",IL,,-9.0
4847,1,1011,10.0,5.0,41.0,121.0,1,19690,2017-11-13,32402,33830,111,HA,ITO,"Hilo, HI",HI,OGG,"Kahului, HI",HI,,-5.0
4848,2,1849,11.0,7.0,84.0,440.0,2,19790,2017-11-21,31123,31295,2411,DL,STL,"St. Louis, MO",MO,DTW,"Detroit, MI",MI,,-18.0
4849,5,917,18.0,29.0,360.0,2342.0,10,20409,2017-11-10,32467,32575,701,B6,FLL,"Fort Lauderdale, FL",FL,LAX,"Los Angeles, CA",CA,,7.0
4850,5,1725,27.0,10.0,71.0,192.0,1,19805,2017-11-03,32467,31454,1257,AA,MIA,"Miami, FL",FL,MCO,"Orlando, FL",FL,,-4.0
4851,4,731,13.0,9.0,118.0,599.0,3,19930,2017-11-23,34614,32457,743,AS,SLC,"Salt Lake City, UT",UT,SFO,"San Francisco, CA",CA,,-8.0
4852,1,1252,18.0,4.0,182.0,1186.0,5,20304,2017-11-20,30849,30977,5392,OO,BZN,"Bozeman, MT",MT,ORD,"Chicago, IL",IL,,-8.0
4853,3,1042,15.0,15.0,246.0,1745.0,7,21171,2017-11-22,32575,30977,1232,VX,LAX,"Los Angeles, CA",CA,ORD,"Chicago, IL",IL,,1.0
4854,4,2134,17.0,5.0,127.0,794.0,4,19790,2017-11-30,30397,35096,930,DL,ATL,"Atlanta, GA",GA,SYR,"Syracuse, NY",NY,,-11.0
4855,4,1725,16.0,3.0,113.0,650.0,3,19805,2017-11-30,32467,31057,1783,AA,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,,-20.0
4856,6,1839,13.0,20.0,157.0,957.0,4,20416,2017-11-18,31454,31295,892,NK,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-6.0
4857,5,1512,14.0,2.0,84.0,417.0,2,20304,2017-11-17,32457,33570,3398,OO,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,,-14.0
4859,4,600,13.0,4.0,70.0,250.0,2,20304,2017-11-16,30157,32457,5276,OO,ACV,"Arcata/Eureka, CA",CA,SFO,"San Francisco, CA",CA,,-10.0
4860,4,1215,8.0,4.0,136.0,930.0,4,19393,2017-11-16,31066,31714,1859,WN,CMH,"Columbus, OH",OH,RSW,"Fort Myers, FL",FL,,7.0
4861,3,825,19.0,10.0,291.0,2402.0,10,19805,2017-11-15,32575,34100,716,AA,LAX,"Los Angeles, CA",CA,PHL,"Philadelphia, PA",PA,,-25.0
4862,7,1012,17.0,12.0,98.0,460.0,2,20304,2017-11-26,31295,31995,4834,OO,DTW,"Detroit, MI",MI,GSO,"Greensboro/High Point, NC",NC,,20.0
